victory,player_back_hero,player_back_level,player_back_items,player_back_meta,player_front_hero,player_front_level,player_front_items,player_front_meta,player_right_hero,player_right_level,player_right_items,player_right_meta,player_left_hero,player_left_level,player_left_items,player_left_meta,enemy_back_hero,enemy_back_level,enemy_back_items,enemy_back_meta,enemy_front_hero,enemy_front_level,enemy_front_items,enemy_front_meta,enemy_right_hero,enemy_right_level,enemy_right_items,enemy_right_meta,enemy_left_hero,enemy_left_level,enemy_left_items,enemy_left_meta,partyTimestamp,season,json,difficulty
TRUE,cupid,3,6@112@61,,cyclops,3,59@18@16,,sharkmancer,3,8@18@60,,lich,3,18@8@22,,artificer,3,117@1@1,,deepcultist,3,59@151@16,,ranger,3,54@63@126,,druid,3,60@16@17,,1746893924021,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""6"",""112"",""61""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""59"",""18"",""16""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""8"",""18"",""60""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""18"",""8"",""22""],""meta"":{}},""meta"":{""rerollSpent"":15,""rerollTimes"":12,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1746893902280},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""60"",""16"",""17""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":10,""leftoverGold"":0,""leftoverItems"":[115,58,119]},""back"":{""xp"":0,""skin"":1,""id"":""artificer"",""level"":3,""items"":[""117"",""1"",""1""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""deepcultist"",""level"":3,""items"":[""59"",""151"",""16""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""ranger"",""level"":3,""items"":[""54"",""63"",""126""],""meta"":{}},""timestamp"":1746740942437,""playerId"":""76561198039229388""},""result"":true}",1
FALSE,berserker,2,8@1@61,,berserker,3,112@21@22,,hoplite,3,1@2@24,,berserker,2,114@13@18,,huntress,3,152@24,,thesun,3,61@2@16,,biomancer,3,3@21@8,"bioMut,1:0@bioRegion,0:1",sharkmancer,3,30@18@31,,1746894004481,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":2,""items"":[""8"",""1"",""61""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""112"",""21"",""22""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""hoplite"",""level"":3,""items"":[""1"",""2"",""24""],""meta"":{}},""left"":{""xp"":3,""skin"":0,""id"":""berserker"",""level"":2,""items"":[""114"",""13"",""18""],""meta"":{}},""meta"":{""rerollSpent"":5,""rerollTimes"":5,""leftoverGold"":1,""leftoverItems"":[5]}},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""sharkmancer"",""level"":3,""items"":[""30"",""18"",""31""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":1,""id"":""huntress"",""level"":3,""items"":[""152"",""24""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""thesun"",""level"":3,""items"":[""61"",""2"",""16""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""3"",""21"",""8""],""meta"":{""bioMut"":1,""bioRegion"":0}},""timestamp"":1746814236179,""playerId"":""76561198045112884""},""result"":false}",1
TRUE,wizard,3,16@56@37,,slayer,3,11@17@10,,knight,2,125@2@23,,knight,1,123,,cleric,2,54@61@5,,cyclops,3,115@32@54,,cupid,2,5@58@10,,cupid,3,54@58@13,,1746894712097,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""wizard"",""level"":3,""items"":[""16"",""56"",""37""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""slayer"",""level"":3,""items"":[""11"",""17"",""10""],""meta"":{}},""right"":{""xp"":2,""skin"":0,""id"":""knight"",""level"":2,""items"":[""125"",""2"",""23""],""meta"":{}},""left"":{""xp"":1,""skin"":0,""id"":""knight"",""level"":1,""items"":[""123""],""meta"":{}},""meta"":{""rerollSpent"":25,""rerollTimes"":14,""leftoverGold"":7,""leftoverItems"":[]}},""enemyParty"":{""back"":{""xp"":4,""skin"":1,""id"":""cleric"",""level"":2,""items"":[""54"",""61"",""5""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""115"",""32"",""54""],""meta"":{}},""right"":{""xp"":3,""skin"":1,""id"":""cupid"",""level"":2,""items"":[""5"",""58"",""10""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""cupid"",""level"":3,""items"":[""54"",""58"",""13""],""meta"":{}},""meta"":{""rerollSpent"":13,""rerollTimes"":10,""leftoverGold"":2,""leftoverItems"":[]}},""result"":true}",1
FALSE,coolboy,3,61@5@63,,viking,3,31@54@1,,wukong,3,117@124@12,,druid,3,60@17@151,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1746898043111,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""coolboy"",""level"":3,""items"":[""61"",""5"",""63""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""31"",""54"",""1""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""wukong"",""level"":3,""items"":[""117"",""124"",""12""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""60"",""17"",""151""],""meta"":{}},""meta"":{""rerollSpent"":4,""rerollTimes"":4,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746898022017},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
TRUE,berserker,3,151@21@16,,cyclops,3,117@2@12,,imp,3,5@59@3,,druid,3,115@17@31,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1746898514086,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""21"",""16""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""117"",""2"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""5"",""59"",""3""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""115"",""17"",""31""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":9,""leftoverGold"":0,""leftoverItems"":[58,57,57]},""timestamp"":1746898498338},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":true}",1
TRUE,medusa,3,152@8@117,,druid,3,126@117@115,,imp,3,62@7@63,,druid,3,60@124@30,,cupid,3,56@8,,cyclops,3,31@82@13,,deepcultist,3,3@30@1,,rogue,3,123@30@17,,1746901562033,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""medusa"",""level"":3,""items"":[""152"",""8"",""117""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""126"",""117"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""62"",""7"",""63""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""60"",""124"",""30""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":9,""leftoverGold"":0,""leftoverItems"":[57,57]},""timestamp"":1746901545163},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""123"",""30"",""17""],""meta"":{}},""meta"":{""rerollSpent"":8,""rerollTimes"":7,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""56"",""8""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""31"",""82"",""13""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""3"",""30"",""1""],""meta"":{}},""timestamp"":1746740582474,""playerId"":""76561198085065863""},""result"":true}",2
TRUE,coolboy,3,5@62@22,,viking,3,1@1@54,,imp,3,60@35@63,,druid,3,60@62@59,,plaguedoctor,3,,,druid,3,3@111@3,,rogue,3,12@30@12,,rogue,3,10@11,,1746901030134,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""coolboy"",""level"":3,""items"":[""5"",""62"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""1"",""1"",""54""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""60"",""35"",""63""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""60"",""62"",""59""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":9,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746901012843},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""10"",""11""],""meta"":{}},""meta"":{""rerollSpent"":24,""rerollTimes"":16,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":3,""items"":[""3"",""111"",""3""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""12"",""30"",""12""],""meta"":{}},""timestamp"":1746736022583,""playerId"":""76561198079717168""},""result"":true}",2
TRUE,berserker,3,151@16@22,,druid,3,117@79@2,,medusa,3,59@126@110,,imp,3,6@63@5,,cyclops,3,18@32@21,,viking,3,21@20@20,,lich,3,2@82@6,,cleric,3,8@18@17,,1746900593098,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""16"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""117"",""79"",""2""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""medusa"",""level"":3,""items"":[""59"",""126"",""110""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""6"",""63"",""5""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746900534314},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""cleric"",""level"":3,""items"":[""8"",""18"",""17""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":7,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""18"",""32"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""21"",""20"",""20""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""2"",""82"",""6""],""meta"":{}},""timestamp"":1746667092908,""playerId"":""76561198142638513""},""result"":true}",2
FALSE,cupid,3,6@7,,cyclops,3,126@17@18,,sharkmancer,3,8@12@6,,deepcultist,3,6@111,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1746902695811,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""6"",""7""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""126"",""17"",""18""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""8"",""12"",""6""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""6"",""111""],""meta"":{}},""meta"":{""rerollSpent"":8,""rerollTimes"":8,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1746902670904},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
TRUE,rogue,3,12@123@61,,cyclops,3,61@3@15,,cyclops,3,31@11@115,,cupid,3,30@59,,cleric,3,21@8@22,,rogue,3,11@151@12,,druid,2,17,,biomancer,3,13@60@13,"bioMut,3:0@bioRegion,0:1",1746903466049,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""12"",""123"",""61""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""61"",""3"",""15""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""31"",""11"",""115""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""30"",""59""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":9,""leftoverGold"":2,""leftoverItems"":[]},""timestamp"":1746903438042},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""13"",""60"",""13""],""meta"":{""bioMut"":3,""bioRegion"":0}},""meta"":{""rerollSpent"":19,""rerollTimes"":13,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cleric"",""level"":3,""items"":[""21"",""8"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""151"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":2,""items"":[""17""],""meta"":{}},""timestamp"":1746674223903,""playerId"":""76561198079717168""},""result"":true}",2
TRUE,cupid,3,,,cyclops,3,3@115@31,,rogue,3,12@123@13,,slayer,3,82@56@34,,archer,3,10@12@30,,deepcultist,3,1@59@111,,imp,3,6@56@21,,artificer,3,152@123@9,,1746903080981,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""3"",""115"",""31""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""12"",""123"",""13""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""slayer"",""level"":3,""items"":[""82"",""56"",""34""],""meta"":{}},""meta"":{""rerollSpent"":21,""rerollTimes"":15,""leftoverGold"":2,""leftoverItems"":[]},""timestamp"":1746903068740},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""artificer"",""level"":3,""items"":[""152"",""123"",""9""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":2,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""archer"",""level"":3,""items"":[""10"",""12"",""30""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""1"",""59"",""111""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""imp"",""level"":3,""items"":[""6"",""56"",""21""],""meta"":{}},""timestamp"":1746837007582,""playerId"":""76561198088299364""},""result"":true}",1
TRUE,rogue,3,117@9@13,,oni,3,115@15@7,,wukong,3,123@5@30,,ronin,3,58@153@119,,berserker,3,151@61@37,,oni,2,152@18@18,,archer,3,56@58@5,,druid,3,117@3@60,,1746912995564,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""117"",""9"",""13""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""oni"",""level"":3,""items"":[""115"",""15"",""7""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""123"",""5"",""30""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""58"",""153"",""119""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":7,""leftoverGold"":12,""leftoverItems"":[]}},""enemyParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""61"",""37""],""meta"":{}},""front"":{""xp"":3,""skin"":1,""id"":""oni"",""level"":2,""items"":[""152"",""18"",""18""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""archer"",""level"":3,""items"":[""56"",""58"",""5""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""117"",""3"",""60""],""meta"":{}},""meta"":{""rerollSpent"":7,""rerollTimes"":7,""leftoverGold"":0,""leftoverItems"":[119]}},""result"":true}",1
FALSE,frostwitch,3,125@14,,captain,3,111@14@4,,viking,3,17@17,,wizard,3,116@11@23,,cyclops,3,18@32@21,,viking,3,21@20@20,,lich,3,2@82@6,,cleric,3,8@18@17,,1746914378252,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""frostwitch"",""level"":3,""items"":[""125"",""14""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""captain"",""level"":3,""items"":[""111"",""14"",""4""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""viking"",""level"":3,""items"":[""17"",""17""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""wizard"",""level"":3,""items"":[""116"",""11"",""23""],""meta"":{}},""meta"":{""rerollSpent"":14,""rerollTimes"":7,""leftoverGold"":6,""leftoverItems"":[]}},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""cleric"",""level"":3,""items"":[""8"",""18"",""17""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":7,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""18"",""32"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""21"",""20"",""20""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""2"",""82"",""6""],""meta"":{}},""timestamp"":1746667092908,""playerId"":""76561198142638513""},""result"":false}",1
FALSE,berserker,3,151@13@125,,cyclops,3,117@3@32,,archer,3,60@152@63,,druid,3,60@61@17,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1746923083312,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""13"",""125""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""117"",""3"",""32""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""archer"",""level"":3,""items"":[""60"",""152"",""63""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""60"",""61"",""17""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[57]},""timestamp"":1746923057891},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
FALSE,berserker,3,151@5@22,,cyclops,3,61@79@153,,archer,3,8@58@8,,druid,3,59@60@17,,lich,3,22@6@1,,plaguedoctor,3,124@18@3,,slayer,3,24@3@11,,cleric,3,20@3@79,,1746923564389,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""5"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""61"",""79"",""153""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""archer"",""level"":3,""items"":[""8"",""58"",""8""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""59"",""60"",""17""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[20,57]},""timestamp"":1746923537093},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""cleric"",""level"":3,""items"":[""20"",""3"",""79""],""meta"":{}},""meta"":{""rerollSpent"":4,""rerollTimes"":4,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""22"",""6"",""1""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""plaguedoctor"",""level"":3,""items"":[""124"",""18"",""3""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""slayer"",""level"":3,""items"":[""24"",""3"",""11""],""meta"":{}},""timestamp"":1746753191216,""playerId"":""76561198142638513""},""result"":false}",2
FALSE,berserker,3,151@22@117,,viking,3,1@2@117,,coolboy,3,8@61@5,,archer,3,6@63@60,,cupid,3,22@124@20,,berserker,3,16@125@115,,berserker,3,16@59@115,,bard,3,6@110@6,,1746923998273,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""22"",""117""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""1"",""2"",""117""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""coolboy"",""level"":3,""items"":[""8"",""61"",""5""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""archer"",""level"":3,""items"":[""6"",""63"",""60""],""meta"":{}},""meta"":{""rerollSpent"":5,""rerollTimes"":5,""leftoverGold"":2,""leftoverItems"":[119,58]},""timestamp"":1746923975354},""enemyParty"":{""left"":{""xp"":0,""skin"":2,""id"":""bard"",""level"":3,""items"":[""6"",""110"",""6""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":2,""id"":""cupid"",""level"":3,""items"":[""22"",""124"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""125"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""16"",""59"",""115""],""meta"":{}},""timestamp"":1746644263856,""playerId"":""76561198132945661""},""result"":false}",2
TRUE,berserker,3,151@20@86,,knight,3,32@125,,imp,3,61@60@8,,druid,3,31@16@60,,cleric,3,21@8@22,,rogue,3,11@151@12,,druid,2,17,,biomancer,3,13@60@13,"bioMut,3:0@bioRegion,0:1",1746925425129,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""berserker"",""level"":3,""items"":[""151"",""20"",""86""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""knight"",""level"":3,""items"":[""32"",""125""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""61"",""60"",""8""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""31"",""16"",""60""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746925409738},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""13"",""60"",""13""],""meta"":{""bioMut"":3,""bioRegion"":0}},""meta"":{""rerollSpent"":19,""rerollTimes"":13,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cleric"",""level"":3,""items"":[""21"",""8"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""151"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":2,""items"":[""17""],""meta"":{}},""timestamp"":1746674223903,""playerId"":""76561198079717168""},""result"":true}",2
TRUE,medusa,3,119@4@59,,cyclops,3,79@18@32,,imp,3,37@60@61,,druid,3,60@63@16,,archer,3,82@6@56,,champ,3,126@6,,paladin,3,126@18@80,,imp,3,37@20@110,,1746924943463,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""medusa"",""level"":3,""items"":[""119"",""4"",""59""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""cyclops"",""level"":3,""items"":[""79"",""18"",""32""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""imp"",""level"":3,""items"":[""37"",""60"",""61""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""druid"",""level"":3,""items"":[""60"",""63"",""16""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":9,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746924927296},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""imp"",""level"":3,""items"":[""37"",""20"",""110""],""meta"":{}},""meta"":{""rerollSpent"":13,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""archer"",""level"":3,""items"":[""82"",""6"",""56""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""champ"",""level"":3,""items"":[""126"",""6""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""paladin"",""level"":3,""items"":[""126"",""18"",""80""],""meta"":{}},""timestamp"":1746835845216,""playerId"":""76561198088299364""},""result"":true}",2
